Order,Batsman,Dismissal,R,B,4s,6s,SR,Batting Team,Bowling Team,Match ID,M,Match No,Season,Season Match No
3,TM Head (c), b Yasir Shah,13,18,0,0,72.22,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
4,CA Ingram,c Gannon b Yasir Shah,23,22,2,0,104.54,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
5,JW Wells,c McCullum b Gannon,12,13,1,0,92.3,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
6,JS Lehmann,c Burns b Steketee,22,17,3,0,129.41,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
7,MG Neser,not out,40,26,3,2,153.84,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
8,Rashid Khan,c Lynn b Lalor,6,2,0,1,300,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
9,PM Siddle,not out,1,1,0,0,100,Adelaide Strikers,Brisbane Heat,1114867,,218,BBL07,12
1,JJ Peirson †,c Lehmann b Head,7,5,1,0,140,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
2,BB McCullum (c),c Lehmann b Neser,15,21,1,0,71.42,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
3,CA Lynn,c †Carey b Rashid Khan,0,3,0,0,0,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
4,JA Burns,c Rashid Khan b Stanlake,1,2,0,0,50,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
5,AI Ross, b Neser,1,2,0,0,50,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
6,BCJ Cutting,c Ingram b Laughlin,14,13,2,0,107.69,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
7,CJ Gannon, b Rashid Khan,23,28,3,0,82.14,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
8,JK Lalor,run out (Siddle),9,10,1,0,90,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
9,MT Steketee, b Laughlin,2,5,0,0,40,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
10,Yasir Shah,not out,6,8,0,0,75,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
11,MJ Swepson,c Weatherald b Laughlin,0,1,0,0,0,Brisbane Heat,Adelaide Strikers,1114867,,218,BBL07,12
1,AJ Doolan,c Patterson b Sandhu,5,11,0,0,45.45,Hobart Hurricanes,Sydney Thunder,1114868,,219,BBL07,13
2,DJM Short,c Green b Watson,97,63,9,4,153.96,Hobart Hurricanes,Sydney Thunder,1114868,,219,BBL07,13
3,MS Wade †,c McClenaghan b Fawad Ahmed,27,23,0,2,117.39,Hobart Hurricanes,Sydney Thunder,1114868,,219,BBL07,13
4,BR McDermott,not out,49,25,6,2,196,Hobart Hurricanes,Sydney Thunder,1114868,,219,BBL07,13
5,DT Christian,not out,0,0,0,0,-,Hobart Hurricanes,Sydney Thunder,1114868,,219,BBL07,13
1,KR Patterson,run out (Short),36,26,3,0,138.46,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
2,JC Buttler †,run out (†Wade),81,43,7,5,188.37,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
3,SR Watson (c),c Doolan b Boyce,36,31,4,1,116.12,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
4,CJ Ferguson,c Archer b Boyce,0,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
5,BJ Rohrer,c Rose b Christian,5,4,0,0,125,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
6,AJ Nair, b Archer,0,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
7,RJ Gibson, b Mills,2,5,0,0,40,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
8,CJ Green,c Bailey b Archer,5,3,1,0,166.66,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
9,GS Sandhu,not out,11,4,1,1,275,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
10,MJ McClenaghan,not out,1,2,0,0,50,Sydney Thunder,Hobart Hurricanes,1114868,,219,BBL07,13
1,JJ Roy,lbw b Willey,6,7,1,0,85.71,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
2,PM Nevill †,st †Inglis b Muirhead,33,30,5,0,110,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
3,NJ Maddinson,c Tye b Willey,30,22,4,0,136.36,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
4,JC Silk,not out,45,33,3,1,136.36,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
5,SW Billings,c Willey b Tye,33,21,2,2,157.14,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
6,BJ Dwarshuis,not out,15,8,1,1,187.5,Sydney Sixers,Perth Scorchers,1114869,,220,BBL07,14
1,DJ Willey,c †Nevill b Dwarshuis,1,5,0,0,20,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
2,M Klinger,c Maddinson b Sams,83,61,9,2,136.06,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
3,HWR Cartwright,run out (Botha/†Nevill),10,6,2,0,166.66,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
4,AJ Turner,c Silk b Sams,45,32,2,3,140.62,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
5,TH David,not out,17,10,0,2,170,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
6,AC Voges (c),not out,6,1,0,1,600,Perth Scorchers,Sydney Sixers,1114869,,220,BBL07,14
1,BR Dunk †,lbw b Yasir Shah,5,5,0,0,100,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
2,LJ Wright,st †Peirson b Swepson,19,21,2,0,90.47,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
3,KP Pietersen,c Doggett b Swepson,30,25,3,0,120,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
4,GJ Maxwell,c Doggett b Steketee,50,39,5,1,128.2,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
5,MP Stoinis,run out (Doggett/Yasir Shah),4,5,0,0,80,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
6,RJ Quiney,c & b Swepson,0,2,0,0,0,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
7,JP Faulkner,not out,20,20,1,0,100,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
8,JW Hastings (c),c McCullum b Cutting,0,2,0,0,0,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
9,A Zampa,not out,4,3,0,0,133.33,Melbourne Stars,Brisbane Heat,1114870,,221,BBL07,15
1,CA Lynn,not out,63,46,7,3,136.95,Brisbane Heat,Melbourne Stars,1114870,,221,BBL07,15
2,BB McCullum (c),c Quiney b Bowe,61,30,7,3,203.33,Brisbane Heat,Melbourne Stars,1114870,,221,BBL07,15
3,JA Burns,not out,18,12,3,0,150,Brisbane Heat,Melbourne Stars,1114870,,221,BBL07,15
1,JJ Roy,c Finch b Bravo,5,13,0,0,38.46,Sydney Sixers,Melbourne Renegades,1114871,,222,BBL07,16
2,PM Nevill †,c †Ludeman b Mohammad Nabi,0,1,0,0,0,Sydney Sixers,Melbourne Renegades,1114871,,222,BBL07,16
3,NJ Maddinson,run out (Bravo),24,28,1,0,85.71,Sydney Sixers,Melbourne Renegades,1114871,,222,BBL07,16
4,JC Silk,c White b Hogg,16,18,1,0,88.88,Sydney Sixers,Melbourne Renegades,1114871,,222,BBL07,16
